,0
1502,"['1.39', '-3.89', '1.36', '2583.008', '4486.909', '31.00']"
1503,"['2.00', '-6.51', '-3.94', '2587.891', '4750.845', '31.00']"
1504,"['-0.14', '-0.72', '-2.05', '2592.773', '5014.780', '31.00']"
1505,"['1.81', '2.03', '-0.77', '2578.125', '4222.973', '31.00']"
1506,"['-0.20', '7.09', '-3.88', '2597.656', '5278.716', '31.00']"
1507,"['2.24', '-0.35', '1.12', '2578.125', '4222.973', '31.00']"
1508,"['0.23', '3.98', '-2.66', '2578.125', '4222.973', '31.00']"
1509,"['-2.94', '10.20', '-5.59', '2587.891', '4750.845', '31.00']"
1510,"['0.66', '5.93', '-1.01', '2578.125', '4222.973', '31.00']"
1511,"['-0.44', '4.53', '-2.60', '2587.891', '4750.845', '31.00']"
1512,"['-1.05', '4.41', '-1.01', '2587.891', '4750.845', '31.00']"
1513,"['-1.84', '9.95', '-1.69', '2587.891', '4750.845', '31.00']"
1514,"['-2.70', '5.08', '-3.94', '2573.242', '3959.037', '31.00']"
1515,"['-0.08', '6.72', '-1.14', '2578.125', '4222.973', '31.00']"
1516,"['-2.03', '4.53', '-0.89', '2573.242', '3959.037', '31.00']"
1517,"['-3.43', '6.24', '-2.90', '2583.008', '4486.909', '31.00']"
1518,"['2.67', '3.31', '6.55', '2597.656', '5278.716', '31.00']"
1519,"['-5.50', '7.09', '-3.39', '2578.125', '4222.973', '31.00']"
1520,"['-4.16', '6.78', '-4.43', '2592.773', '5014.780', '31.00']"
1521,"['-0.56', '4.89', '-0.77', '2587.891', '4750.845', '31.00']"
1522,"['-2.64', '9.16', '-1.93', '2568.359', '3695.101', '31.00']"
1523,"['-3.25', '3.61', '-4.19', '2578.125', '4222.973', '31.00']"
1524,"['0.41', '1.78', '4.96', '2607.422', '5806.588', '31.00']"
1525,"['-6.54', '11.66', '-7.60', '2558.594', '3167.229', '31.00']"
1526,"['-5.62', '8.19', '-5.47', '2568.359', '3695.101', '31.00']"
1527,"['-3.19', '5.14', '0.69', '2587.891', '4750.845', '31.00']"
1528,"['-4.22', '8.74', '-3.76', '2578.125', '4222.973', '31.00']"
1529,"['-4.04', '4.35', '-5.53', '2573.242', '3959.037', '31.00']"
1530,"['-0.50', '-1.63', '0.45', '2602.539', '5542.652', '31.00']"
1531,"['-2.88', '0.14', '-6.26', '2563.477', '3431.166', '31.00']"
1532,"['-2.45', '4.35', '-5.28', '2558.594', '3167.229', '31.00']"
1533,"['-1.23', '1.78', '-0.89', '2558.594', '3167.229', '31.00']"
1534,"['-2.15', '3.74', '-2.60', '2578.125', '4222.973', '31.00']"
1535,"['1.51', '-0.17', '0.75', '2578.125', '4222.973', '31.00']"
1536,"['-0.87', '-0.17', '-0.10', '2587.891', '4750.845', '31.00']"
1537,"['-0.08', '0.50', '0.39', '2568.359', '3695.101', '31.00']"
1538,"['4.19', '-8.34', '3.31', '2607.422', '5806.588', '31.00']"
1539,"['0.78', '-5.23', '1.18', '2568.359', '3695.101', '31.00']"
1540,"['2.79', '-9.50', '2.89', '2573.242', '3959.037', '31.00']"
1541,"['0.41', '-0.90', '1.12', '2563.477', '3431.166', '31.00']"
1542,"['3.40', '-5.17', '3.50', '2558.594', '3167.229', '31.00']"
1543,"['1.51', '-2.18', '4.17', '2553.711', '2903.294', '31.00']"
1544,"['3.46', '-4.80', '2.58', '2583.008', '4486.909', '31.00']"
1545,"['2.49', '-0.11', '4.90', '2583.008', '4486.909', '31.00']"
1546,"['1.33', '-1.08', '2.77', '2597.656', '5278.716', '31.00']"
1547,"['2.00', '4.77', '5.51', '2573.242', '3959.037', '31.00']"
1548,"['0.60', '0.38', '-0.77', '2558.594', '3167.229', '31.00']"
1549,"['-0.44', '0.20', '-2.42', '2548.828', '2639.358', '31.00']"
1550,"['0.66', '1.11', '4.60', '2587.891', '4750.845', '31.00']"
1551,"['-1.78', '5.99', '-3.76', '2573.242', '3959.037', '31.00']"
1552,"['-2.45', '6.97', '-3.33', '2558.594', '3167.229', '31.00']"
1553,"['-1.11', '3.37', '-3.21', '2583.008', '4486.909', '31.00']"
1554,"['-3.86', '8.31', '-3.45', '2587.891', '4750.845', '31.00']"
1555,"['-5.44', '4.83', '-5.53', '2583.008', '4486.909', '31.00']"
1556,"['-6.48', '8.49', '-7.05', '2587.891', '4750.845', '31.00']"
1557,"['-3.61', '7.70', '-6.87', '2578.125', '4222.973', '31.00']"
1558,"['-3.73', '-0.90', '-3.94', '2578.125', '4222.973', '31.00']"
1559,"['-6.05', '6.24', '-12.23', '2578.125', '4222.973', '31.00']"
1560,"['-2.15', '-0.59', '-5.22', '2578.125', '4222.973', '31.00']"
1561,"['-1.60', '3.92', '-3.15', '2573.242', '3959.037', '31.00']"
1562,"['-4.89', '3.92', '-8.88', '2568.359', '3695.101', '31.00']"
1563,"['-1.90', '2.09', '-1.56', '2583.008', '4486.909', '31.00']"
1564,"['-2.64', '0.02', '-3.33', '2548.828', '2639.358', '31.00']"
1565,"['-3.98', '6.42', '-8.21', '2548.828', '2639.358', '31.00']"
1566,"['-3.06', '3.31', '-1.56', '2563.477', '3431.166', '31.00']"
1567,"['-1.36', '2.70', '1.18', '2583.008', '4486.909', '31.00']"
1568,"['-3.12', '2.76', '-3.03', '2607.422', '5806.588', '31.00']"
1569,"['-0.20', '-0.29', '0.57', '2583.008', '4486.909', '31.00']"
1570,"['1.33', '-4.31', '3.38', '2583.008', '4486.909', '31.00']"
1571,"['-1.48', '-1.51', '0.57', '2587.891', '4750.845', '31.00']"
1572,"['3.03', '-3.52', '2.52', '2568.359', '3695.101', '31.00']"
1573,"['2.49', '-1.45', '1.18', '2563.477', '3431.166', '31.00']"
1574,"['6.20', '-6.75', '7.22', '2568.359', '3695.101', '31.00']"
1575,"['4.01', '-6.39', '2.03', '2563.477', '3431.166', '31.00']"
1576,"['3.83', '-8.22', '6.00', '2602.539', '5542.652', '31.00']"
1577,"['6.08', '-7.30', '9.60', '2578.125', '4222.973', '31.00']"
1578,"['4.38', '-1.94', '5.33', '2573.242', '3959.037', '31.00']"
1579,"['6.75', '-8.58', '9.96', '2583.008', '4486.909', '31.00']"
1580,"['3.03', '-1.63', '7.77', '2558.594', '3167.229', '31.00']"
1581,"['2.55', '-0.96', '4.78', '2563.477', '3431.166', '31.00']"
1582,"['6.27', '0.38', '13.56', '2583.008', '4486.909', '31.00']"
1583,"['3.46', '-6.39', '6.67', '2578.125', '4222.973', '31.00']"
1584,"['0.53', '-3.09', '3.44', '2597.656', '5278.716', '31.00']"
1585,"['2.12', '-7.00', '4.96', '2602.539', '5542.652', '31.00']"
1586,"['2.12', '-4.44', '1.79', '2602.539', '5542.652', '31.00']"
1587,"['1.57', '-0.29', '1.49', '2568.359', '3695.101', '31.00']"
1588,"['-0.56', '1.78', '1.36', '2587.891', '4750.845', '31.00']"
1589,"['0.11', '0.63', '-1.75', '2578.125', '4222.973', '31.00']"
1590,"['1.51', '-0.96', '-1.50', '2578.125', '4222.973', '31.00']"
1591,"['-5.26', '7.15', '-5.40', '2568.359', '3695.101', '31.00']"
1592,"['-0.69', '1.05', '-5.16', '2573.242', '3959.037', '31.00']"
1593,"['-4.65', '5.38', '-5.16', '2592.773', '5014.780', '31.00']"
1594,"['-6.11', '14.83', '-12.05', '2578.125', '4222.973', '31.00']"
1595,"['-5.14', '6.30', '-5.10', '2602.539', '5542.652', '31.00']"
1596,"['-2.58', '2.39', '-8.27', '2558.594', '3167.229', '31.00']"
1597,"['1.88', '-4.44', '-3.27', '2587.891', '4750.845', '31.00']"
1598,"['-3.06', '3.61', '-5.40', '2573.242', '3959.037', '31.00']"
1599,"['-2.51', '5.38', '-2.30', '2568.359', '3695.101', '31.00']"
1600,"['3.52', '-0.47', '3.50', '2573.242', '3959.037', '31.00']"
1601,"['0.29', '0.38', '1.73', '2578.125', '4222.973', '31.00']"
1602,"['1.39', '-5.23', '2.89', '2602.539', '5542.652', '31.00']"
1603,"['0.90', '-10.29', '4.96', '2602.539', '5542.652', '31.00']"
1604,"['4.44', '-12.24', '4.11', '2573.242', '3959.037', '31.00']"
1605,"['5.53', '-7.79', '4.60', '2563.477', '3431.166', '31.00']"
1606,"['2.12', '0.87', '1.55', '2578.125', '4222.973', '31.00']"
1607,"['5.53', '-4.31', '6.97', '2578.125', '4222.973', '31.00']"
1608,"['4.31', '-7.55', '8.25', '2592.773', '5014.780', '31.00']"
1609,"['1.02', '2.27', '0.57', '2597.656', '5278.716', '31.00']"
1610,"['1.33', '-3.09', '3.31', '2568.359', '3695.101', '31.00']"
1611,"['-0.62', '3.74', '-2.42', '2578.125', '4222.973', '31.00']"
1612,"['1.94', '-4.44', '2.16', '2578.125', '4222.973', '31.00']"
1613,"['-1.54', '4.22', '-3.03', '2573.242', '3959.037', '31.00']"
1614,"['-2.09', '2.39', '-3.03', '2583.008', '4486.909', '31.00']"
1615,"['-4.65', '8.86', '-5.59', '2578.125', '4222.973', '31.00']"
1616,"['-3.37', '7.33', '-3.94', '2592.773', '5014.780', '31.00']"
1617,"['-0.75', '3.98', '-0.83', '2573.242', '3959.037', '31.00']"
1618,"['-1.54', '1.30', '-2.36', '2592.773', '5014.780', '31.00']"
1619,"['-1.90', '3.13', '-0.77', '2568.359', '3695.101', '31.00']"
1620,"['-3.31', '3.61', '-5.40', '2592.773', '5014.780', '31.00']"
1621,"['-1.30', '-1.02', '0.14', '2587.891', '4750.845', '31.00']"
1622,"['3.10', '-8.34', '2.46', '2568.359', '3695.101', '31.00']"
1623,"['8.58', '-7.12', '7.52', '2573.242', '3959.037', '31.00']"
1624,"['2.30', '0.02', '5.69', '2578.125', '4222.973', '31.00']"
1625,"['0.29', '-2.36', '3.31', '2568.359', '3695.101', '31.00']"
1626,"['2.67', '-9.25', '3.01', '2573.242', '3959.037', '31.00']"
1627,"['2.61', '-2.79', '1.42', '2568.359', '3695.101', '31.00']"
1628,"['-0.69', '6.17', '-4.61', '2578.125', '4222.973', '31.00']"
1629,"['-5.14', '12.64', '-8.51', '2568.359', '3695.101', '31.00']"
1630,"['-3.80', '10.44', '-2.23', '2597.656', '5278.716', '31.00']"
1631,"['-2.76', '1.78', '-6.56', '2578.125', '4222.973', '31.00']"
1632,"['-0.14', '0.20', '2.16', '2583.008', '4486.909', '31.00']"
1633,"['-1.23', '3.13', '-2.11', '2558.594', '3167.229', '31.00']"
1634,"['1.51', '-2.55', '4.17', '2597.656', '5278.716', '31.00']"
1635,"['1.45', '-6.39', '3.19', '2578.125', '4222.973', '31.00']"
1636,"['4.50', '-4.86', '4.05', '2578.125', '4222.973', '31.00']"
1637,"['1.94', '-2.00', '3.25', '2568.359', '3695.101', '31.00']"
1638,"['3.16', '-6.63', '0.81', '2587.891', '4750.845', '31.00']"
1639,"['1.02', '-2.97', '-2.11', '2568.359', '3695.101', '31.00']"
1640,"['-3.12', '3.98', '-4.00', '2568.359', '3695.101', '31.00']"
1641,"['-1.90', '6.05', '-0.65', '2597.656', '5278.716', '31.00']"
1642,"['-2.09', '4.28', '-3.88', '2602.539', '5542.652', '31.00']"
1643,"['0.29', '-0.47', '0.20', '2602.539', '5542.652', '31.00']"
1644,"['-3.43', '8.00', '-6.20', '2578.125', '4222.973', '31.00']"
1645,"['0.96', '-3.58', '0.94', '2578.125', '4222.973', '31.00']"
1646,"['2.61', '-4.74', '0.63', '2568.359', '3695.101', '31.00']"
1647,"['7.67', '-10.90', '7.64', '2573.242', '3959.037', '31.00']"
1648,"['0.96', '-0.96', '3.62', '2568.359', '3695.101', '31.00']"
1649,"['2.97', '-3.52', '2.22', '2578.125', '4222.973', '31.00']"
1650,"['2.30', '-1.33', '-0.77', '2587.891', '4750.845', '31.00']"
1651,"['-2.39', '5.02', '-3.09', '2573.242', '3959.037', '31.00']"
1652,"['-4.77', '3.92', '-10.83', '2587.891', '4750.845', '31.00']"
1653,"['-4.28', '6.72', '-5.77', '2573.242', '3959.037', '31.00']"
1654,"['-2.64', '4.71', '-3.45', '2568.359', '3695.101', '31.00']"
1655,"['2.06', '-1.94', '6.67', '2583.008', '4486.909', '31.00']"
1656,"['0.96', '-3.03', '3.19', '2587.891', '4750.845', '31.00']"
1657,"['4.86', '-7.67', '2.77', '2563.477', '3431.166', '31.00']"
1658,"['-0.14', '-0.72', '1.79', '2597.656', '5278.716', '31.00']"
1659,"['0.66', '-0.29', '3.50', '2578.125', '4222.973', '31.00']"
1660,"['-0.99', '-1.51', '-2.30', '2597.656', '5278.716', '31.00']"
1661,"['2.79', '-3.28', '5.39', '2583.008', '4486.909', '31.00']"
1662,"['-2.88', '7.58', '-4.92', '2573.242', '3959.037', '31.00']"
1663,"['-3.92', '3.06', '-4.98', '2583.008', '4486.909', '31.00']"
1664,"['-5.08', '9.35', '-11.50', '2592.773', '5014.780', '31.00']"
1665,"['-0.56', '3.06', '3.68', '2592.773', '5014.780', '31.00']"
1666,"['2.67', '-6.20', '3.86', '2578.125', '4222.973', '31.00']"
1667,"['8.40', '-10.47', '12.28', '2583.008', '4486.909', '31.00']"
1668,"['2.73', '-0.78', '4.23', '2583.008', '4486.909', '31.00']"
1669,"['2.79', '-6.94', '3.50', '2592.773', '5014.780', '31.00']"
1670,"['-1.72', '8.00', '-4.86', '2573.242', '3959.037', '31.00']"
1671,"['-2.21', '6.36', '-2.42', '2553.711', '2903.294', '31.00']"
1672,"['-3.31', '5.99', '-4.61', '2602.539', '5542.652', '31.00']"
1673,"['-0.75', '2.70', '-2.48', '2568.359', '3695.101', '31.00']"
1674,"['-1.05', '1.91', '-4.80', '2573.242', '3959.037', '31.00']"
1675,"['-0.44', '-0.96', '1.42', '2558.594', '3167.229', '31.00']"
1676,"['-0.01', '2.21', '1.67', '2573.242', '3959.037', '31.00']"
1677,"['5.05', '-10.29', '3.44', '2583.008', '4486.909', '31.00']"
1678,"['1.57', '1.54', '1.36', '2587.891', '4750.845', '31.00']"
1679,"['1.02', '-2.85', '3.25', '2592.773', '5014.780', '31.00']"
1680,"['1.14', '-0.59', '1.12', '2573.242', '3959.037', '31.00']"
1681,"['1.02', '0.87', '2.83', '2583.008', '4486.909', '31.00']"
1682,"['-0.87', '5.14', '-2.17', '2563.477', '3431.166', '31.00']"
1683,"['-5.08', '9.83', '-6.99', '2592.773', '5014.780', '31.00']"
1684,"['-9.77', '8.61', '-13.70', '2592.773', '5014.780', '31.00']"
1685,"['0.78', '0.02', '-4.37', '2587.891', '4750.845', '31.00']"
1686,"['0.90', '-0.11', '0.02', '2578.125', '4222.973', '31.00']"
1687,"['7.36', '-12.30', '11.73', '2578.125', '4222.973', '31.00']"
1688,"['4.07', '-4.68', '5.14', '2583.008', '4486.909', '31.00']"
1689,"['2.79', '-5.35', '4.05', '2563.477', '3431.166', '31.00']"
1690,"['-2.15', '4.16', '-6.32', '2563.477', '3431.166', '31.00']"
1691,"['0.84', '-0.47', '-1.26', '2568.359', '3695.101', '31.00']"
1692,"['-4.89', '6.72', '-3.45', '2578.125', '4222.973', '31.00']"
1693,"['0.90', '-0.11', '3.25', '2597.656', '5278.716', '31.00']"
1694,"['-1.97', '3.98', '-6.26', '2558.594', '3167.229', '31.00']"
1695,"['-1.11', '4.53', '0.69', '2597.656', '5278.716', '31.00']"
1696,"['-2.15', '-2.06', '-5.89', '2587.891', '4750.845', '31.00']"
1697,"['5.41', '-9.19', '4.60', '2583.008', '4486.909', '31.00']"
1698,"['2.06', '-2.12', '3.07', '2563.477', '3431.166', '31.00']"
1699,"['5.17', '-1.51', '11.36', '2558.594', '3167.229', '31.00']"
1700,"['-0.08', '-2.91', '0.51', '2548.828', '2639.358', '31.00']"
1701,"['-2.45', '3.55', '-2.90', '2558.594', '3167.229', '31.00']"
1702,"['-5.44', '5.56', '-8.94', '2553.711', '2903.294', '31.00']"
1703,"['-3.00', '4.16', '-5.04', '2558.594', '3167.229', '31.00']"
1704,"['-4.22', '5.38', '-7.97', '2568.359', '3695.101', '31.00']"
1705,"['3.70', '-2.85', '5.14', '2573.242', '3959.037', '31.00']"
1706,"['4.38', '-11.20', '2.22', '2568.359', '3695.101', '31.00']"
1707,"['0.72', '-2.48', '1.67', '2573.242', '3959.037', '31.00']"
1708,"['0.90', '-0.90', '1.24', '2553.711', '2903.294', '31.00']"
1709,"['1.20', '0.93', '-1.99', '2553.711', '2903.294', '31.00']"
1710,"['-0.75', '0.63', '-1.75', '2553.711', '2903.294', '31.00']"
1711,"['-2.39', '2.27', '-4.37', '2573.242', '3959.037', '31.00']"
1712,"['-2.88', '3.55', '-4.19', '2568.359', '3695.101', '31.00']"
1713,"['2.55', '-5.11', '-2.17', '2553.711', '2903.294', '31.00']"
1714,"['4.92', '-8.03', '3.74', '2558.594', '3167.229', '31.00']"
1715,"['4.13', '-6.45', '3.92', '2563.477', '3431.166', '31.00']"
1716,"['3.34', '-3.95', '9.29', '2563.477', '3431.166', '31.00']"
1717,"['0.53', '-4.07', '-0.10', '2548.828', '2639.358', '31.00']"
1718,"['-1.11', '5.26', '-2.60', '2543.945', '2375.422', '31.00']"
1719,"['-10.99', '17.64', '-12.36', '2573.242', '3959.037', '31.00']"
1720,"['-3.06', '0.26', '-5.47', '2563.477', '3431.166', '31.00']"
1721,"['0.29', '2.33', '-0.22', '2539.062', '2111.487', '31.00']"
1722,"['2.42', '-7.30', '5.94', '2573.242', '3959.037', '31.00']"
1723,"['4.25', '-11.39', '4.17', '2568.359', '3695.101', '31.00']"
1724,"['1.81', '-2.85', '5.81', '2558.594', '3167.229', '31.00']"
1725,"['0.60', '-3.28', '1.67', '2587.891', '4750.845', '31.00']"
1726,"['-0.26', '3.67', '-4.19', '2553.711', '2903.294', '31.00']"
1727,"['-5.99', '7.39', '-4.43', '2563.477', '3431.166', '31.00']"
1728,"['-3.19', '5.08', '-9.25', '2563.477', '3431.166', '31.00']"
1729,"['-0.75', '0.75', '-0.77', '2543.945', '2375.422', '31.00']"
1730,"['1.51', '-3.34', '0.39', '2553.711', '2903.294', '31.00']"
1731,"['7.12', '-9.13', '9.29', '2553.711', '2903.294', '31.00']"
1732,"['1.88', '-2.00', '4.53', '2563.477', '3431.166', '31.00']"
1733,"['3.95', '1.05', '1.55', '2558.594', '3167.229', '31.00']"
1734,"['-5.38', '10.26', '-2.05', '2558.594', '3167.229', '31.00']"
1735,"['-3.92', '7.09', '-4.31', '2587.891', '4750.845', '31.00']"
1736,"['-0.08', '-0.41', '-3.27', '2548.828', '2639.358', '31.00']"
1737,"['-0.38', '4.16', '1.06', '2558.594', '3167.229', '31.00']"
1738,"['0.72', '-3.46', '0.57', '2563.477', '3431.166', '31.00']"
1739,"['-0.62', '1.24', '0.08', '2553.711', '2903.294', '31.00']"
1740,"['1.08', '-3.22', '2.16', '2548.828', '2639.358', '31.00']"
1741,"['1.81', '-3.15', '2.70', '2587.891', '4750.845', '31.00']"
1742,"['5.90', '-1.57', '7.89', '2568.359', '3695.101', '31.00']"
1743,"['-3.61', '7.33', '-3.82', '2558.594', '3167.229', '31.00']"
1744,"['-3.06', '2.03', '-6.14', '2568.359', '3695.101', '31.00']"
1745,"['-1.60', '7.39', '-8.27', '2563.477', '3431.166', '31.00']"
1746,"['-2.15', '6.17', '-2.78', '2563.477', '3431.166', '31.00']"
1747,"['0.41', '-4.74', '2.22', '2563.477', '3431.166', '31.00']"
1748,"['7.30', '-11.57', '11.55', '2543.945', '2375.422', '31.00']"
1749,"['1.63', '-2.30', '1.79', '2558.594', '3167.229', '31.00']"
1750,"['2.00', '-1.20', '1.49', '2558.594', '3167.229', '31.00']"
1751,"['0.05', '0.26', '-6.62', '2573.242', '3959.037', '31.00']"
1752,"['-3.73', '6.42', '-5.28', '2568.359', '3695.101', '31.00']"
1753,"['-3.12', '3.67', '-6.81', '2553.711', '2903.294', '31.00']"
1754,"['-1.36', '4.10', '-1.20', '2553.711', '2903.294', '31.00']"
1755,"['-0.26', '-0.35', '1.97', '2553.711', '2903.294', '31.00']"
1756,"['3.64', '-7.97', '3.86', '2573.242', '3959.037', '31.00']"
1757,"['3.95', '-2.97', '5.02', '2558.594', '3167.229', '31.00']"
1758,"['1.57', '-0.47', '4.72', '2558.594', '3167.229', '31.00']"
1759,"['-1.23', '2.39', '-1.99', '2553.711', '2903.294', '31.00']"
1760,"['-1.90', '6.11', '-2.72', '2548.828', '2639.358', '31.00']"
1761,"['-4.71', '6.30', '-6.99', '2578.125', '4222.973', '31.00']"
1762,"['-3.55', '2.15', '-6.62', '2534.180', '1847.551', '31.00']"
1763,"['3.46', '-6.69', '2.28', '2563.477', '3431.166', '31.00']"
1764,"['0.41', '-7.06', '1.79', '2558.594', '3167.229', '31.00']"
1765,"['6.75', '-8.34', '8.38', '2573.242', '3959.037', '31.00']"
1766,"['3.40', '-2.00', '2.03', '2563.477', '3431.166', '31.00']"
1767,"['0.90', '-5.05', '-0.40', '2578.125', '4222.973', '31.00']"
1768,"['0.05', '5.14', '-0.77', '2558.594', '3167.229', '31.00']"
1769,"['-1.84', '6.91', '-3.64', '2558.594', '3167.229', '31.00']"
1770,"['-2.82', '2.09', '-3.33', '2553.711', '2903.294', '31.00']"
1771,"['-0.32', '-0.59', '-2.42', '2573.242', '3959.037', '31.00']"
1772,"['4.31', '-6.45', '5.88', '2568.359', '3695.101', '31.00']"
1773,"['1.27', '0.08', '6.42', '2553.711', '2903.294', '31.00']"
1774,"['4.62', '-5.11', '3.13', '2568.359', '3695.101', '31.00']"
1775,"['-1.30', '4.59', '-2.48', '2543.945', '2375.422', '31.00']"
1776,"['-2.51', '3.19', '-7.05', '2539.062', '2111.487', '31.00']"
1777,"['-0.14', '2.82', '1.24', '2563.477', '3431.166', '31.00']"
1778,"['1.57', '-6.14', '0.20', '2563.477', '3431.166', '31.00']"
1779,"['4.99', '-8.34', '4.41', '2553.711', '2903.294', '31.00']"
1780,"['-0.26', '4.28', '-1.81', '2553.711', '2903.294', '31.00']"
1781,"['1.51', '-2.00', '0.94', '2563.477', '3431.166', '31.00']"
1782,"['-3.06', '6.78', '-2.23', '2568.359', '3695.101', '31.00']"
1783,"['-4.04', '1.48', '-9.80', '2587.891', '4750.845', '31.00']"
1784,"['-0.81', '3.86', '-5.40', '2568.359', '3695.101', '31.00']"
1785,"['-0.26', '-1.26', '0.20', '2568.359', '3695.101', '31.00']"
1786,"['4.80', '-9.44', '7.52', '2573.242', '3959.037', '31.00']"
1787,"['4.38', '-4.13', '5.81', '2573.242', '3959.037', '31.00']"
1788,"['3.16', '0.69', '3.86', '2587.891', '4750.845', '31.00']"
1789,"['-2.76', '6.30', '-4.67', '2578.125', '4222.973', '31.00']"
1790,"['-6.66', '8.43', '-7.72', '2563.477', '3431.166', '31.00']"
1791,"['-0.14', '-4.13', '-3.03', '2592.773', '5014.780', '31.00']"
1792,"['0.41', '-1.94', '2.89', '2578.125', '4222.973', '31.00']"
1793,"['1.75', '-8.95', '2.95', '2583.008', '4486.909', '31.00']"
1794,"['2.67', '-2.61', '0.33', '2583.008', '4486.909', '31.00']"
1795,"['-1.36', '1.85', '1.73', '2602.539', '5542.652', '31.00']"
1796,"['0.23', '1.30', '-0.59', '2553.711', '2903.294', '31.00']"
1797,"['-4.71', '5.87', '-1.44', '2583.008', '4486.909', '31.00']"
1798,"['-4.95', '2.52', '-5.04', '2592.773', '5014.780', '31.00']"
1799,"['-1.48', '4.10', '-2.17', '2578.125', '4222.973', '31.00']"
1800,"['-2.15', '5.69', '-2.05', '2578.125', '4222.973', '31.00']"
1801,"['1.45', '-5.78', '0.88', '2597.656', '5278.716', '31.00']"
1802,"['3.64', '-1.87', '5.20', '2568.359', '3695.101', '31.00']"
1803,"['-1.60', '-1.81', '-4.73', '2602.539', '5542.652', '31.00']"
1804,"['-1.11', '3.13', '-1.01', '2573.242', '3959.037', '31.00']"
1805,"['-5.81', '6.60', '-5.28', '2592.773', '5014.780', '31.00']"
1806,"['-2.09', '4.35', '-3.70', '2578.125', '4222.973', '31.00']"
1807,"['-0.69', '3.37', '1.06', '2573.242', '3959.037', '31.00']"
1808,"['4.56', '-10.65', '5.63', '2597.656', '5278.716', '31.00']"
1809,"['4.50', '-5.35', '8.86', '2587.891', '4750.845', '31.00']"
1810,"['1.14', '-0.11', '0.69', '2592.773', '5014.780', '31.00']"
1811,"['-0.99', '5.08', '-2.84', '2587.891', '4750.845', '31.00']"
1812,"['-4.95', '8.61', '-5.83', '2578.125', '4222.973', '31.00']"
1813,"['-3.49', '2.27', '-9.12', '2568.359', '3695.101', '31.00']"
1814,"['-2.03', '4.47', '-2.42', '2602.539', '5542.652', '31.00']"
