x-axis,y-axis,z-axis,voltage,current,temp
7.72,-4.97,8.3,5.06836,1.84755,31
2.05,-3.81,8.3,5.07812,2.11149,31
3.87,3.81,5.61,5.11719,3.16723,31
-1.31,9.42,-5.67,5.10742,2.90329,31
4,-3.2,3.97,5.13672,3.6951,31
-0.82,1.56,-2.5,5.06836,1.84755,31
2.23,-3.32,-1.52,5.13672,3.6951,31
-6.55,15.95,-7.25,5.11719,3.16723,31
1.8,-2.59,4.27,5.05859,1.58361,31
-1.86,7.05,-6.46,5.09766,2.63936,31
3.08,-6.67,6.35,5.09766,2.63936,31
-6.43,14.97,1.65,5.10742,2.90329,31
-0.64,2.41,-1.03,5.09766,2.63936,31
-2.35,7.17,-1.76,5.06836,1.84755,31
-1.25,-0.64,-0.18,5.08789,2.37542,31
-4.97,14.79,-5.24,5.08789,2.37542,31
1.92,-1.55,2.93,5.10742,2.90329,31
0.89,6.31,-2.01,5.05859,1.58361,31
5.7,-6.67,4.94,5.10742,2.90329,31
-3.38,5.34,-0.54,5.05859,1.58361,31
3.39,-5.94,6.83,5.05859,1.58361,31
-7.59,13.33,-10.48,5.08789,2.37542,31
3.75,-4.17,12.44,5.05859,1.58361,31
-0.58,-2.04,0.25,5.04883,1.31968,31
-1.8,4.79,-3.1,5.03906,1.05574,31
-2.1,6.99,-6.34,5.13672,3.6951,31
1.92,-4.78,4.82,5.05859,1.58361,31
-3.75,11.92,-3.1,5.06836,1.84755,31
-6.74,12.47,-2.31,5.09766,2.63936,31
2.35,-0.45,-0.67,5.08789,2.37542,31
-2.59,6.99,-3.29,5.06836,1.84755,31
0.64,-0.39,1.41,5.10742,2.90329,31
0.15,1.62,1.29,5.13672,3.6951,31
1.62,-1.73,5.74,5.07812,2.11149,31
0.28,3.63,-2.5,5.05859,1.58361,31
-7.22,8.75,-14.69,5.09766,2.63936,31
4.36,-13.99,7.08,5.04883,1.31968,31
-2.47,4.55,-5.06,5.06836,1.84755,31
4.24,-5.58,1.16,5.08789,2.37542,31
-0.88,5.58,-3.84,5.08789,2.37542,31
3.26,-3.2,4.03,5.10742,2.90329,31
-0.39,5.1,-2.31,5.08789,2.37542,31
3.33,3.27,3.05,5.11719,3.16723,31
-1.86,3.33,0.31,5.11719,3.16723,31
1.62,-7.53,2.2,5.08789,2.37542,31
-3.69,6.25,-6.28,5.07812,2.11149,31
5.28,-5.76,4.46,5.07812,2.11149,31
-3.26,7.41,-4.02,5.07812,2.11149,31
1.62,1.13,-2.01,5.08789,2.37542,31
4.12,-4.05,-2.62,5.15625,4.22297,31
0.52,2.84,-0.85,5.08789,2.37542,31
-1.31,6.62,1.59,5.10742,2.90329,31
-0.03,-3.69,0.43,5.10742,2.90329,31
-4.66,10.46,-6.7,5.11719,3.16723,31
0.58,-1.19,1.35,5.12695,3.43117,31
2.9,-4.17,3.91,5.10742,2.90329,31
-7.16,22.17,-14.75,5.10742,2.90329,31
5.52,-7.16,9.4,5.07812,2.11149,31
2.96,-3.81,4.76,5.08789,2.37542,31
-1.92,4.91,-0.12,5.08789,2.37542,31
2.11,-3.62,4.15,5.05859,1.58361,31
-2.35,3.14,-1.09,5.09766,2.63936,31
-6.25,9.42,-7.98,5.13672,3.6951,31
4.36,-13.5,-0.24,5.12695,3.43117,31
-2.89,7.6,-3.96,5.07812,2.11149,31
-3.14,12.41,-0.85,5.06836,1.84755,31
2.65,-5.03,8.3,5.05859,1.58361,31
-3.38,19.91,-0.91,5.06836,1.84755,31
-0.64,3.14,3.54,5.07812,2.11149,31
1.19,-4.6,3.6,5.12695,3.43117,31
-2.89,4.06,-8.41,5.08789,2.37542,31
-2.1,3.81,-1.52,5.05859,1.58361,31
3.14,-7.47,4.15,5.00977,0.26394,31
-3.14,7.41,-2.86,5.10742,2.90329,31
1.07,-3.01,5.37,5.05859,1.58361,31
-3.56,13.51,-2.31,5.10742,2.90329,31
1.37,-5.45,2.5,5.07812,2.11149,31
0.64,0.52,-1.52,5.08789,2.37542,31
2.59,-2.16,3.72,5.08789,2.37542,31
-1.43,4.36,-0.67,5.08789,2.37542,31
-1.13,3.81,-1.95,5.06836,1.84755,31
0.28,-3.14,3.42,5.05859,1.58361,31
3.02,-8.99,0.92,5.09766,2.63936,31
-5.52,12.35,-8.23,5.05859,1.58361,31
1.13,0.7,4.52,5.14648,3.95904,31
7.29,-7.22,10.92,5.08789,2.37542,31
-2.16,10.83,-3.84,5.07812,2.11149,31
5.4,-10.15,9.58,5.13672,3.6951,31
-2.89,9.97,-0.42,5.06836,1.84755,31
4.79,-3.26,8.54,5.08789,2.37542,31
-1.13,6.68,-5.12,5.09766,2.63936,31
2.72,-7.1,11.47,5.15625,4.22297,31
0.89,-6.55,4.03,5.11719,3.16723,31
-1.92,7.41,-2.5,5.03906,1.05574,31
0.22,1.56,-2.56,5.07812,2.11149,31
-0.21,3.08,-3.96,5.14648,3.95904,31
-3.81,13.14,-1.34,5.05859,1.58361,31
-0.82,-0.82,-0.85,5.07812,2.11149,31
2.53,-5.39,4.33,5.05859,1.58361,31
-3.32,7.72,-3.59,5.11719,3.16723,31
4.73,-3.26,2.32,5.06836,1.84755,31
-4.66,5.03,-6.89,5.12695,3.43117,31
6.62,-12.04,8.85,5.04883,1.31968,31
-0.82,0.58,-6.89,5.19531,5.27872,31
1.98,-4.42,2.87,5.08789,2.37542,31
-1.49,-2.83,0.98,5.07812,2.11149,31
-2.89,7.17,-8.1,5.0293,0.79181,31
5.09,-4.9,8.24,5.03906,1.05574,31
1.5,-5.94,4.46,5.13672,3.6951,31
-2.83,10.28,7.32,5.09766,2.63936,31
2.29,-0.64,-4.75,5.06836,1.84755,31
3.39,-2.34,1.65,5.09766,2.63936,31
-2.95,9.67,-7.98,5.11719,3.16723,31
1.92,-5.03,3.72,5.11719,3.16723,31
-3.5,7.53,-0.97,5.08789,2.37542,31
3.63,-7.77,5.68,5.05859,1.58361,31
-8.26,4.79,-8.35,5.10742,2.90329,31
0.58,-1.8,2.08,5.07812,2.11149,31
3.45,-3.81,9.33,5.09766,2.63936,31
-7.1,9.42,-11.21,5.07812,2.11149,31
6.37,-9.23,7.69,5.08789,2.37542,31
-4.97,6.74,-9.93,5.06836,1.84755,31
2.53,1.07,5.25,5.04883,1.31968,31
-4.48,11.62,-2.56,5.05859,1.58361,31
-1.8,4.79,-1.28,5.09766,2.63936,31
3.94,-5.03,6.65,5.03906,1.05574,31
-4.72,13.75,-4.87,5.15625,4.22297,31
-2.47,1.56,-5.24,5.05859,1.58361,31
-5.03,7.84,-4.81,5.10742,2.90329,31
5.28,-15.76,10.68,5.05859,1.58361,31
-6.25,8.81,-5.3,5.07812,2.11149,31
-2.95,9.67,-4.02,5.08789,2.37542,31
5.4,-8.75,7.5,5.03906,1.05574,31
-3.75,6.62,-3.35,5.07812,2.11149,31
-0.7,-2.47,-0.36,5.06836,1.84755,31
-3.2,6.62,-2.43,5.05859,1.58361,31
5.89,-7.28,5.13,5.07812,2.11149,31
-1,0.34,-1.52,5.12695,3.43117,31
-1.49,1.07,3.18,5.06836,1.84755,31
2.29,-2.22,0.98,5.13672,3.6951,31
2.47,-5.7,4.33,5.09766,2.63936,31
-0.27,-1.25,8.11,5.06836,1.84755,31
-1.98,3.27,5.25,5.05859,1.58361,31
-1.37,2.72,1.96,5.07812,2.11149,31
3.26,-3.2,-2.25,5.09766,2.63936,31
-0.09,-3.14,-1.28,5.14648,3.95904,31
-1,2.9,0.55,5.05859,1.58361,31
0.58,-8.08,2.32,5.09766,2.63936,31
0.64,5.34,0.19,5.06836,1.84755,31
3.81,-9.23,7.26,5.06836,1.84755,31
-5.09,6.56,-6.7,5.14648,3.95904,31
-1,4.49,-3.47,5.13672,3.6951,31
2.65,-9.23,8.11,5.05859,1.58361,31
-7.04,13.88,-7.19,5.09766,2.63936,31
5.03,-5.64,4.15,5.03906,1.05574,31
-4.36,-0.15,-10.24,5.09766,2.63936,31
3.08,-2.34,3.3,5.07812,2.11149,31
3.45,-7.16,4.21,5.08789,2.37542,31
-2.65,7.84,-4.08,5.05859,1.58361,31
0.7,3.81,4.15,5.05859,1.58361,31
0.95,-7.95,6.1,5.08789,2.37542,31
0.76,0.77,2.38,5.07812,2.11149,31
0.95,-2.71,0.13,5.09766,2.63936,31
-3.44,-0.88,-2.5,5.14648,3.95904,31
-2.53,8.88,-2.8,5.06836,1.84755,31
5.76,-2.83,4.52,5.06836,1.84755,31
-2.95,19.85,-2.62,5.09766,2.63936,31
-1.61,6.86,-2.8,5.06836,1.84755,31
-4.11,13.45,-6.58,5.05859,1.58361,31
0.22,2.9,0.07,5.11719,3.16723,31
1.01,-1.55,1.29,5.07812,2.11149,31
0.15,-0.33,-3.71,5.08789,2.37542,31
-0.64,3.69,-3.47,5.06836,1.84755,31
5.58,-5.51,15.31,5.11719,3.16723,31
-7.77,13.51,-9.75,5.14648,3.95904,31
2.84,-4.05,7.57,5.11719,3.16723,31
-2.53,4,-1.09,5.12695,3.43117,31
-0.27,2.84,-1.15,5.04883,1.31968,31
4,-11.61,2.44,5.07812,2.11149,31
-3.38,8.08,-2.19,5.06836,1.84755,31
-1.74,1.62,-2.13,5.09766,2.63936,32
2.17,-4.42,3.42,5.04883,1.31968,31
-2.1,8.75,0.8,5.07812,2.11149,31
1.86,-3.44,5.37,5.10742,2.90329,31
5.95,-13.08,7.08,5.09766,2.63936,31
-5.15,6.38,-6.7,5.07812,2.11149,31
4.61,-7.77,5.92,5.06836,1.84755,32
-2.47,6.13,-8.35,5.07812,2.11149,32
3.33,-7.04,1.71,5.11719,3.16723,31
-1.19,3.2,-0.6,5.06836,1.84755,32
-3.14,6.19,-4.63,5.10742,2.90329,31
-1.67,6.31,5.98,5.08789,2.37542,32
0.34,1.07,1.96,5.09766,2.63936,32
-4.78,4.79,-6.09,5.07812,2.11149,32
3.33,-0.39,3.66,5.07812,2.11149,32
-4.24,9.12,-6.09,5.16602,4.48691,32
3.33,-4.84,2.87,5.03906,1.05574,32
1.37,-7.77,0,5.11719,3.16723,32
-0.45,-4.97,7.81,5.08789,2.37542,32
-1.67,4.42,-1.52,5.05859,1.58361,32
1.5,-9.11,5.74,5.14648,3.95904,32
1.37,3.08,6.71,5.07812,2.11149,32
3.2,1.62,11.9,5.07812,2.11149,32
-0.45,4.24,-3.59,5.07812,2.11149,32
0.58,1.74,2.02,5.08789,2.37542,32
-2.35,2.35,-5.48,5.08789,2.37542,32
-3.93,11.74,-0.42,5.06836,1.84755,32
3.02,-8.01,3.6,5.08789,2.37542,32
-5.64,8.45,-9.32,5.08789,2.37542,32
-0.27,-1.67,-2.86,5.13672,3.6951,32
2.65,-11.31,5.37,5.07812,2.11149,32
-2.83,6.13,-2.86,5.05859,1.58361,32
-0.27,2.66,1.71,5.08789,2.37542,32
4.73,-10.82,8.54,5.05859,1.58361,32
-4.3,11.44,-7.07,5.04883,1.31968,32
2.9,0.89,6.04,5.15625,4.22297,32
-4.91,15.89,-2.01,5.05859,1.58361,32
1.13,-0.27,2.14,5.12695,3.43117,32
3.81,-6.8,8.85,5.07812,2.11149,32
-6,16.74,-11.09,5.07812,2.11149,32
2.72,-6.25,4.15,5.07812,2.11149,32
-1.55,11.99,-3.23,5.06836,1.84755,32
2.59,-1.73,7.87,5.11719,3.16723,32
-4.78,13.63,0.98,5.14648,3.95904,32
-0.39,6.5,-2.07,5.10742,2.90329,32
3.33,-5.94,5.74,5.07812,2.11149,32
-3.38,8.33,-1.4,5.05859,1.58361,32
3.26,-12.77,4.52,5.08789,2.37542,32
-2.16,9.36,-9.81,5.10742,2.90329,32
3.45,-8.2,2.75,5.06836,1.84755,32
-4.85,3.94,-10.12,5.09766,2.63936,32
-5.39,11.07,-5.97,5.09766,2.63936,32
6.74,-6.25,8.24,5.12695,3.43117,32
-6.31,7.9,-9.45,5.10742,2.90329,32
8.26,-6.12,4.46,5.09766,2.63936,32
-1.31,4.3,-2.56,5.07812,2.11149,32
2.9,-3.01,3.42,5.08789,2.37542,32
1.5,-1.49,1.29,5.10742,2.90329,32
-2.59,1.56,0.98,5.08789,2.37542,32
0.64,-3.32,0.86,5.13672,3.6951,32
-3.14,2.41,-1.21,5.08789,2.37542,32
-1,0.95,-5.85,5.08789,2.37542,32
0.76,-2.83,1.65,5.08789,2.37542,32
-2.59,2.66,-2.68,5.11719,3.16723,32
1.07,-7.04,4.7,5.10742,2.90329,32
-0.94,-1.8,6.35,5.09766,2.63936,32
-3.38,5.95,-7.8,5.05859,1.58361,32
1.31,-2.16,4.52,5.08789,2.37542,32
-2.47,7.29,-0.67,5.07812,2.11149,32
6.98,-13.44,7.08,5.08789,2.37542,32
1.13,-2.71,2.81,5.09766,2.63936,32
-5.64,18.45,-7.25,5.14648,3.95904,32
2.29,3.2,0.86,5.05859,1.58361,32
0.22,-2.71,3.18,5.10742,2.90329,32
-2.83,8.33,0.68,5.06836,1.84755,32
4.3,-12.53,14.82,5.07812,2.11149,32
-4.05,10.03,-6.03,5.0293,0.79181,32
-1.67,3.81,0.31,5.12695,3.43117,32
3.51,-7.4,7.14,5.07812,2.11149,32
-6,9.18,-7.68,5.09766,2.63936,32
-3.63,3.63,-4.45,5.06836,1.84755,32
-4.05,2.11,-6.09,5.08789,2.37542,32
-2.89,4.42,-11.82,5.11719,3.16723,32
2.17,-4.36,5.31,5.08789,2.37542,32
0.76,-2.83,2.99,5.08789,2.37542,32
-3.63,9.06,-7.62,5.07812,2.11149,32
5.15,-9.78,5.19,5.07812,2.11149,32
-4.36,2.84,-5.73,5.12695,3.43117,32
2.9,-3.62,3.48,5.04883,1.31968,32
-2.22,11.68,-7.74,5.07812,2.11149,32
-3.32,8.02,-5.18,5.10742,2.90329,32
1.5,-2.77,2.14,5.08789,2.37542,32
-2.89,7.96,-4.75,5.06836,1.84755,32
-0.52,10.83,-3.53,5.09766,2.63936,32
-0.39,6.13,-0.54,5.06836,1.84755,32
2.65,1.62,5.86,5.08789,2.37542,32
0.03,-4.78,-1.7,5.06836,1.84755,32
-0.64,4.12,-3.96,5.08789,2.37542,32
-2.47,2.47,-0.24,5.07812,2.11149,32
-0.64,-3.56,0.86,5.07812,2.11149,32
-4.78,17.84,-6.15,5.09766,2.63936,32
-3.2,1.19,-4.69,5.05859,1.58361,32
1.19,1.86,2.02,5.09766,2.63936,32
3.57,-8.69,8.42,5.13672,3.6951,32
0.7,-7.77,-5.67,5.07812,2.11149,32
-2.65,5.34,0.37,5.07812,2.11149,32
2.96,-6.31,3.3,5.12695,3.43117,32
-3.2,13.45,-10.54,5.08789,2.37542,32
4.12,-2.89,5.92,5.13672,3.6951,32
-1.67,8.02,-1.15,5.08789,2.37542,32
3.69,-11.67,3.48,5.09766,2.63936,32
3.69,-2.71,5.49,5.10742,2.90329,32
-3.87,8.14,-3.04,5.08789,2.37542,32
3.75,-7.65,5.07,5.06836,1.84755,32
-1,-3.38,-2.74,5.07812,2.11149,32
3.94,-7.1,7.63,5.08789,2.37542,32
-6.49,11.56,-8.59,5.11719,3.16723,32
-2.53,7.78,-1.64,5.06836,1.84755,32
2.41,2.96,2.81,5.10742,2.90329,32
-5.52,8.94,-3.84,5.09766,2.63936,32
5.03,-3.62,6.22,5.07812,2.11149,32
-8.93,15.22,-1.21,5.10742,2.90329,32
1.92,0.22,1.29,5.07812,2.11149,32
-0.7,3.45,-3.04,5.08789,2.37542,32
-3.75,8.88,-7.19,5.09766,2.63936,32
4.36,-2.4,5.98,5.07812,2.11149,32
-2.65,6.92,-2.43,5.07812,2.11149,32
5.64,-6.19,7.99,5.05859,1.58361,32
-0.58,-2.83,-0.36,5.15625,4.22297,32
-0.09,-0.33,0.31,5.04883,1.31968,32
-1,1.86,-0.79,5.11719,3.16723,32
-3.08,7.72,-6.03,5.09766,2.63936,32
-0.7,0.77,-2.13,5.06836,1.84755,32
-6.25,16.92,-5.97,5.09766,2.63936,32
2.47,-8.87,5.31,5.12695,3.43117,32
-2.47,2.35,-9.45,5.06836,1.84755,32
5.09,-8.26,12.5,5.10742,2.90329,32
1.01,0.64,1.83,5.07812,2.11149,32
-1.43,6.56,-3.9,5.06836,1.84755,32
5.15,-10.27,1.22,5.08789,2.37542,32
-0.58,2.72,3.36,5.07812,2.11149,32
3.39,-4.84,7.63,5.07812,2.11149,32
-3.63,8.27,-4.63,5.08789,2.37542,32
4.3,-5.58,0.61,5.07812,2.11149,32
1.92,-0.09,3.3,5.11719,3.16723,32
-3.63,7.66,-7.5,5.10742,2.90329,32
-0.88,-7.1,6.77,5.09766,2.63936,32
-3.44,8.2,-6.89,5.08789,2.37542,32
-0.21,-2.34,1.71,5.12695,3.43117,32
-3.69,17.29,-10.91,5.06836,1.84755,32
-3.2,10.16,0.68,5.13672,3.6951,32
3.63,-6,5.13,5.07812,2.11149,32
-4.17,8.39,-5.48,5.06836,1.84755,32
7.35,-7.4,19.58,5.08789,2.37542,32
-4.66,9.24,-5.42,5.09766,2.63936,32
2.72,1.01,3.11,5.05859,1.58361,32
-1.86,3.81,1.47,5.10742,2.90329,32
-1.19,9.85,-3.35,5.07812,2.11149,32
3.2,-1.73,3.6,5.07812,2.11149,32
-3.14,4.24,-5.36,5.05859,1.58361,32
2.65,-2.65,4.09,5.05859,1.58361,32
-3.69,6.5,-7.98,5.14648,3.95904,32
1.86,-5.94,2.5,5.06836,1.84755,32
-3.75,7.11,-3.65,5.10742,2.90329,32
-4.17,12.47,-8.59,5.07812,2.11149,32
4.85,-6.31,7.14,5.03906,1.05574,32
-4.17,7.05,-3.1,5.14648,3.95904,32
7.53,-19.23,17.32,5.12695,3.43117,32
-3.63,13.45,-0.18,5.04883,1.31968,32
1.44,-3.56,8.36,5.06836,1.84755,32
0.03,-4.23,0.43,5.04883,1.31968,32
-6,14.61,-14.2,5.08789,2.37542,32
4.55,-8.5,4.82,5.05859,1.58361,32
-5.7,4.91,-8.59,5.12695,3.43117,32
4.85,-11.25,6.65,5.13672,3.6951,32
-2.83,4.24,-3.23,5.07812,2.11149,32
2.11,-5.33,2.57,5.09766,2.63936,32
0.89,-1.12,0.92,5.06836,1.84755,32
-0.88,7.78,-6.09,5.07812,2.11149,32
4,-0.27,6.22,5.06836,1.84755,32
-1.19,6.13,-3.71,5.06836,1.84755,32
-0.39,-1.43,0.92,5.11719,3.16723,32
-2.89,9.97,-2.43,5.11719,3.16723,32
5.83,-10.27,5.25,5.07812,2.11149,32
1.5,-4.42,2.75,5.07812,2.11149,32
-7.16,16.13,-6.03,5.12695,3.43117,32
2.53,-4.17,2.75,5.03906,1.05574,32
-3.2,4,-4.51,5.07812,2.11149,32
-1.19,1.8,-2.74,5.10742,2.90329,32
-3.14,6.44,-10.18,5.08789,2.37542,32
-0.7,-1.12,-0.79,5.12695,3.43117,32
0.76,-2.1,3.66,5.08789,2.37542,32
-5.7,7.47,-6.34,5.08789,2.37542,32
4.85,1.13,9.4,5.08789,2.37542,32
-3.56,7.29,0.13,5.09766,2.63936,32
2.96,-7.59,1.9,5.15625,4.22297,32
-3.56,6.68,0.49,5.15625,4.22297,32
-1.86,8.75,0.68,5.05859,1.58361,32
0.76,-5.58,3.3,5.13672,3.6951,32
-0.33,0.89,2.81,5.12695,3.43117,32
2.72,-7.59,6.04,5.07812,2.11149,32
-2.89,8.02,-6.34,5.08789,2.37542,32
2.29,-3.93,2.14,5.05859,1.58361,32
-0.7,-1,1.83,5.07812,2.11149,32
-3.02,8.08,-3.1,5.04883,1.31968,32
3.26,-3.69,6.53,5.08789,2.37542,32
-3.5,1.92,-3.47,5.08789,2.37542,32
0.4,12.78,6.35,5.06836,1.84755,32
-2.41,8.88,-4.93,5.08789,2.37542,32
3.94,-5.03,5.13,5.12695,3.43117,32
-3.08,10.03,-0.91,5.03906,1.05574,32
-0.09,-4.66,1.71,5.08789,2.37542,32
0.4,-1.19,1.22,5.06836,1.84755,32
0.22,-2.53,2.14,5.07812,2.11149,32
-4.3,12.29,-4.08,5.09766,2.63936,32
-0.7,0.46,-2.98,5.09766,2.63936,32
-1.13,-1.31,-0.06,5.09766,2.63936,32
-3.32,16.38,2.2,5.09766,2.63936,32
0.64,-1.06,1.29,5.05859,1.58361,32
-1.55,5.16,-4.2,5.10742,2.90329,32
4.36,-3.99,7.57,5.08789,2.37542,32
-2.95,7.23,-2.92,5.06836,1.84755,32
4.18,0.4,4.33,5.06836,1.84755,32
1.56,-5.33,5.68,5.09766,2.63936,32
-1.74,10.22,-2.56,5.12695,3.43117,32
3.14,0.28,7.38,5.09766,2.63936,32
-5.58,6.8,-4.2,5.06836,1.84755,32
-0.7,-4.36,4.64,5.11719,3.16723,32
-3.81,5.34,-6.15,5.09766,2.63936,32
1.74,-3.14,6.41,5.06836,1.84755,32
-5.21,7.29,-6.21,5.07812,2.11149,32
-0.15,5.46,4.27,5.13672,3.6951,32
0.7,-4.84,0,5.12695,3.43117,32
1.19,2.72,2.08,5.06836,1.84755,32
-5.64,10.89,-8.1,5.09766,2.63936,32
1.37,3.94,3.79,5.08789,2.37542,32
1.62,-3.26,7.32,5.06836,1.84755,32
-1.55,4.24,-2.25,5.09766,2.63936,32
-0.88,6.31,-3.17,5.06836,1.84755,32
-2.41,7.78,-3.1,5.07812,2.11149,32
-1,-0.94,0.86,5.11719,3.16723,32
1.31,4.42,3.85,5.09766,2.63936,32
-4.36,12.47,-2.56,5.08789,2.37542,32
-2.77,8.51,-5.67,5.05859,1.58361,32
3.87,-5.45,7.87,5.09766,2.63936,32
-9.48,8.27,-7.5,5.05859,1.58361,32
2.47,-0.27,7.08,5.06836,1.84755,32
-0.39,-1.25,0.8,5.12695,3.43117,32
-1.43,1.5,0.98,5.05859,1.58361,32
-1.37,4.18,-0.97,5.09766,2.63936,32
3.02,-3.32,3.24,5.07812,2.11149,32
-3.44,5.95,-4.14,5.13672,3.6951,32
7.41,-10.64,13.54,5.06836,1.84755,32
-2.1,1.92,-4.39,5.05859,1.58361,32
-1.19,-0.03,5.68,5.14648,3.95904,32
-3.2,8.51,-8.04,5.06836,1.84755,32
6.5,-8.01,9.27,5.10742,2.90329,32
0.03,-0.15,-0.24,5.05859,1.58361,32
-1.13,1.31,-2.86,5.07812,2.11149,32
0.95,-4.6,10.13,5.09766,2.63936,32
4.48,-8.5,4.52,5.12695,3.43117,32
-5.39,10.7,-7.86,5.04883,1.31968,32
5.28,-12.1,3.6,5.03906,1.05574,32
4.73,-8.87,2.02,5.10742,2.90329,32
-3.02,2.84,-3.78,5.11719,3.16723,32
2.53,-5.76,1.71,5.12695,3.43117,32
-1.49,9.06,-2.31,5.09766,2.63936,32
-3.75,15.28,-5.36,5.05859,1.58361,32
5.03,-4.3,4.88,5.09766,2.63936,32
-4.05,5.4,-4.2,5.09766,2.63936,32
-2.59,9.91,-3.23,5.09766,2.63936,32
2.11,-0.88,4.03,5.05859,1.58361,32
0.15,4.85,-4.39,5.05859,1.58361,32
0.34,2.35,-4.87,5.11719,3.16723,32
-1.37,5.1,4.4,5.09766,2.63936,32
-2.83,4.3,-3.84,5.09766,2.63936,32
0.03,5.58,-1.15,5.08789,2.37542,32
2.72,1.31,3.42,5.07812,2.11149,32
-5.21,9.42,-7.13,5.09766,2.63936,32
6.37,1.07,6.41,5.06836,1.84755,32
1.25,-5.58,-3.65,5.10742,2.90329,32
4.85,-8.44,7.02,5.08789,2.37542,32
2.11,0.1,1.47,5.09766,2.63936,32
1.25,-2.65,5.92,5.11719,3.16723,32
-0.52,0.16,8.3,5.06836,1.84755,32
3.2,-5.82,2.08,5.06836,1.84755,32
-5.03,7.47,-7.43,5.08789,2.37542,32
3.94,-7.65,5.31,5.15625,4.22297,32
-2.16,14.73,-10.36,5.05859,1.58361,32
2.17,-7.53,4.33,5.09766,2.63936,32
-3.44,7.78,-5.42,5.10742,2.90329,32
5.4,-2.89,12.08,5.12695,3.43117,32
-4.54,7.35,-0.97,5.07812,2.11149,32
0.58,-2.65,1.77,5.07812,2.11149,32
4.06,-8.93,1.47,5.07812,2.11149,32
-2.59,1.19,-1.95,5.10742,2.90329,32
-3.93,10.58,-5.48,5.05859,1.58361,32
5.58,-7.65,8.54,5.10742,2.90329,32
-2.28,11.56,0.43,5.09766,2.63936,32
4.61,-12.47,5.43,5.10742,2.90329,32
3.26,-8.81,7.87,5.08789,2.37542,32
-2.22,0.34,-3.41,5.09766,2.63936,32
1.86,-4.11,3.05,5.10742,2.90329,32
1.25,-5.09,3.3,5.11719,3.16723,32
1.56,1.99,2.99,5.07812,2.11149,32
1.92,2.23,-2.25,5.14648,3.95904,32
1.62,-0.09,1.59,5.14648,3.95904,32
-4.42,7.78,-4.26,5.14648,3.95904,32
1.44,-4.05,6.16,5.09766,2.63936,32
2.29,-5.82,2.69,5.06836,1.84755,32
-2.41,7.96,-1.58,5.07812,2.11149,32
1.8,-7.65,-2.8,5.06836,1.84755,32
-1.74,15.34,-3.41,5.09766,2.63936,32
-6.61,11.74,-7.68,5.08789,2.37542,32
2.47,-1.43,5.25,5.08789,2.37542,32
-1.13,9.3,-4.87,5.08789,2.37542,32
4.18,-9.3,0.37,5.09766,2.63936,32
-5.09,3.88,-4.69,5.07812,2.11149,32
3.51,-5.51,7.5,5.05859,1.58361,32
-3.08,12.17,-10.97,5.14648,3.95904,32
-0.03,-6.12,1.22,5.08789,2.37542,32
1.5,-2.71,0.19,5.11719,3.16723,32
-2.28,2.47,-9.2,5.07812,2.11149,32
-1.19,-0.03,-4.26,5.09766,2.63936,32
1.98,-6.25,6.96,5.07812,2.11149,32
-0.27,11.19,-0.67,5.07812,2.11149,32
2.9,-3.99,5.19,5.04883,1.31968,32
1.31,-1.86,0.49,5.07812,2.11149,32
-5.52,7.53,-7.19,5.11719,3.16723,32
-1.31,3.14,-3.78,5.14648,3.95904,32
7.35,-9.05,6.1,5.06836,1.84755,32
-0.64,-0.94,-0.6,5.12695,3.43117,32
-0.03,2.9,1.1,5.07812,2.11149,32
1.19,0.77,7.02,5.07812,2.11149,32
-3.14,8.08,-5.36,5.09766,2.63936,32
2.05,-8.01,4.09,5.11719,3.16723,32
-7.28,19.79,-11.76,5.10742,2.90329,32
5.28,-2.95,11.41,5.04883,1.31968,32
-1.74,6.74,-5.36,5.09766,2.63936,32
2.65,0.52,4.58,5.07812,2.11149,32
3.87,-10.09,7.44,5.14648,3.95904,32
-9.3,12.9,-5.48,5.04883,1.31968,32
6.07,-8.69,7.26,5.07812,2.11149,32
0.28,1.07,-2.86,5.08789,2.37542,32
-1.74,9.3,1.47,5.08789,2.37542,32
-3.02,1.68,-0.36,5.04883,1.31968,32
3.08,-0.27,1.22,5.06836,1.84755,32
-1.13,5.46,-3.59,5.06836,1.84755,32
0.64,-3.01,5.68,5.07812,2.11149,32
-0.52,3.69,-3.41,5.03906,1.05574,32
-2.16,5.34,2.93,5.06836,1.84755,32
-3.87,14.36,-1.52,5.07812,2.11149,32
1.5,-1.37,2.87,5.06836,1.84755,32
3.33,-1.73,0.49,5.15625,4.22297,32
-1.86,5.7,-6.52,5.11719,3.16723,32
4.79,-7.71,7.44,5.08789,2.37542,32
1.31,-1.12,-0.6,5.11719,3.16723,32
5.34,-8.14,11.47,5.06836,1.84755,32
-2.83,3.81,-2.43,5.03906,1.05574,32
1.25,-2.83,4.15,5.07812,2.11149,32
-1.13,6.56,-4.69,5.07812,2.11149,32
5.89,-6.06,14.39,5.10742,2.90329,32
-3.02,8.63,-6.4,5.07812,2.11149,32
3.87,-6.8,5.19,5.0293,0.79181,32
-0.76,-1.61,2.93,5.08789,2.37542,32
-0.03,0.03,-1.46,5.14648,3.95904,32
1.5,-7.77,2.5,5.12695,3.43117,32
-5.39,4.42,-6.82,5.11719,3.16723,32
2.65,-4.05,7.99,5.05859,1.58361,32
-2.83,0.1,-6.52,5.08789,2.37542,32
